title,source,author,date,length,wordcount,totalsearchresults,relevancescore,contentcomponentid,vendorreportid,docid
Refrigerated Trucking Services Market Procurement Intelligence Report with COVID-19 Impact Updates | SpendEdge,PR Newswire,,2021-05-15,672 words,672,7,18,8054,PRNEWS2021,urn:contentItem:62NW-BRS1-DXP3-R06P-00000-00
"Airlines for America, International Air Transport Association Issue Joint Public Comment on Customs & Border Protection Bureau Rule",Targeted News Service,Targeted News Service,2021-05-15,1082 words,1082,7,13,299219,TARGET2021,urn:contentItem:62NY-S9W1-DYG2-R2YS-00000-00
FedEx Co. ( NYSE :FDX) Shares Sold by Levin Capital Strategies L.P.,Watchlist News,,2021-05-16,1002 words,1002,6,64,484299,AMCN-135127,urn:contentItem:62P5-PR21-JCMN-Y08C-00000-00
Dean Investment Associates LLC Reduces Stock Holdings in FedEx Co. ( NYSE :FDX),Watchlist News,,2021-05-16,893 words,893,6,64,484299,AMCN-135127,urn:contentItem:62P5-PR21-JCMN-Y04H-00000-00
FedEx Co. ( NYSE :FDX) Holdings Trimmed by Great Lakes Advisors LLC,American Banking and Market News,,2021-05-16,839 words,839,6,63,439934,AMBNWS2021,urn:contentItem:62P5-52V1-DXK2-M4ST-00000-00
"Howard Capital Management Group LLC Buys Shares of 87,438 FedEx Co. ( NYSE :FDX)",American Banking and Market News,,2021-05-16,919 words,919,6,61,439934,AMBNWS2021,urn:contentItem:62P5-52T1-DXK2-M00V-00000-00
"IFM Investors Pty Ltd Purchases 2,759 Shares of FedEx Co. ( NYSE :FDX)",American Banking and Market News,,2021-05-16,929 words,929,6,61,439934,AMBNWS2021,urn:contentItem:62P5-52W1-DXK2-M095-00000-00
FedEx Co. ( NYSE :FDX) Shares Purchased by IFM Investors Pty Ltd,Transcript Daily,,2021-05-16,864 words,864,6,33,484294,AMCN-10009368,urn:contentItem:62P5-PR21-JCMN-Y3F8-00000-00
"FedEx Independent Service Provider, Slicker Trucking, Inc. , continues Gold Level Sponsorship of Truckers Against Trafficking Sponsorships Fund the awareness and disruption of human trafficking.",PR Newswire,,2021-05-17,651 words,651,17,90,8054,PRNEWS2021,urn:contentItem:62PC-PNF1-DXP3-R007-00000-00
"Global Domestic Couriers Markets Report 2021-2030 Featuring FedEx , UPS , A-1 Express, SF Express , DHL Express , Yunda , Royal Mail and Japan Post",GlobeNewswire,,2021-05-17,1003 words,1003,17,68,222091,PRIZNE2021,urn:contentItem:62PB-CX71-DYGB-B2NT-00000-00
FedEx Co. ( NYSE :FDX) Shares Bought by Los Angeles Capital Management LLC,American Banking and Market News,,2021-05-17,962 words,962,17,62,439934,AMBNWS2021,urn:contentItem:62PC-5KF1-DXK2-M50S-00000-00
HawsGoodwin Investment Management LLC Reduces Position in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-05-17,908 words,908,17,61,439934,AMBNWS2021,urn:contentItem:62PG-TFV1-JB40-X4YT-00000-00
Fort Washington Investment Advisors Inc. OH Has $33.06 Million Stock Holdings in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-05-17,937 words,937,17,61,439934,AMBNWS2021,urn:contentItem:62PC-5KG1-DXK2-M098-00000-00
Natixis Advisors L.P. Lowers Stock Position in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-05-17,937 words,937,17,61,439934,AMBNWS2021,urn:contentItem:62PC-5KF1-DXK2-M49K-00000-00
Wade G W & Inc. Boosts Stock Position in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-05-17,926 words,926,17,61,439934,AMBNWS2021,urn:contentItem:62PG-TFV1-JB40-X456-00000-00
"BNP PARIBAS ASSET MANAGEMENT Holding S.A. Buys 66,512 Shares of FedEx Co. ( NYSE : FDX )",American Banking and Market News,,2021-05-17,977 words,977,17,60,439934,AMBNWS2021,urn:contentItem:62PG-TFW1-JB40-X0BM-00000-00
BNP PARIBAS ASSET MANAGEMENT Holding S.A. Has $54.18 Million Position in FedEx Co. ( NYSE :FDX),Transcript Daily,,2021-05-17,974 words,974,17,32,484294,AMCN-10009368,urn:contentItem:62PC-T921-JCMN-Y257-00000-00
Outlook on the Road Logistics Global Market to 2025 - Growing Demand for Green Logistics is Driving the Market - ResearchAndMarkets.com,Business Wire,,2021-05-17,690 words,690,17,25,7924,BWIRE2021,urn:contentItem:62PC-0161-JBG1-82FD-00000-00
FedEx Co. ( NYSE :FDX) Shares Purchased by M&T Bank Corp,American Banking and Market News,,2021-05-18,963 words,963,19,66,439934,AMBNWS2021,urn:contentItem:62PP-T081-DXK2-M3KC-00000-00
Slow Capital Inc. Has $1.38 Million Stake in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-05-18,784 words,784,19,65,439934,AMBNWS2021,urn:contentItem:62PP-T1J1-JB40-X20X-00000-00
"Copperwynd Financial LLC Sells 3,398 Shares of FedEx Co. ( NYSE :FDX)",American Banking and Market News,,2021-05-18,904 words,904,19,63,439934,AMBNWS2021,urn:contentItem:62PP-T091-DXK2-M0G1-00000-00
Envestnet Asset Management Inc. Boosts Holdings in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-05-18,884 words,884,19,63,439934,AMBNWS2021,urn:contentItem:62PK-47V1-JB40-X2G1-00000-00
Shikiar Asset Management Inc. Has $5.65 Million Stock Holdings in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-05-18,934 words,934,19,62,439934,AMBNWS2021,urn:contentItem:62PP-T081-DXK2-M51R-00000-00
Wesbanco Bank Inc. Makes New $12.74 Million Investment in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-05-18,901 words,901,19,62,439934,AMBNWS2021,urn:contentItem:62PK-47M1-JB40-X3C8-00000-00
Slow Capital Inc. Reduces Position in FedEx Co. ( NYSE :FDX),Watchlist News,,2021-05-18,939 words,939,19,61,484299,AMCN-135127,urn:contentItem:62PK-SKP1-F03R-N4BD-00000-00
FedEx Co. ( NYSE :FDX) Shares Acquired by Kovitz Investment Group Partners LLC,American Banking and Market News,,2021-05-18,995 words,995,19,61,439934,AMBNWS2021,urn:contentItem:62PP-T081-DXK2-M47X-00000-00
Capital Investment Advisory Services LLC Sells 409 Shares of FedEx Co. ( NYSE : FDX ),Watchlist News,,2021-05-18,1036 words,1036,19,59,484299,AMCN-135127,urn:contentItem:62PK-SKP1-F03R-N42T-00000-00
"Global Medical Courier Market huge growth by 2027 with Top Key players like FedEx Corporation , MedLine Express Services, CitySprint",iCrowdNewswire (English),,2021-05-19,745 words,745,27,96,433665,ICRWDE2021,urn:contentItem:62PT-9HX1-JCTB-F36K-00000-00
FedEx Co. ( NYSE :FDX) Holdings Raised by Edgestream Partners L.P.,American Banking and Market News,,2021-05-19,844 words,844,27,67,439934,AMBNWS2021,urn:contentItem:62PX-S9G1-DXK2-M1D6-00000-00
Global Domestic Couriers Markets Report 2021,PR Newswire,,2021-05-19,1064 words,1064,27,66,8054,PRNEWS2021,urn:contentItem:62PT-N0Y1-JB72-1459-00000-00
Edgestream Partners L.P. Has $16.69 Million Stock Position in FedEx Co. ( NYSE : FDX ),American Banking and Market News,,2021-05-19,1008 words,1008,27,64,439934,AMBNWS2021,urn:contentItem:62PX-SB81-DXK2-M3P9-00000-00
Palladium Partners LLC Lowers Position in FedEx Co. ( NYSE :FDX),Transcript Daily,,2021-05-19,903 words,903,27,64,484294,AMCN-10009368,urn:contentItem:62PT-S9V1-JCMN-Y0P3-00000-00
"Victory Capital Management Inc. Sells 28,448 Shares of FedEx Co. ( NYSE :FDX)",American Banking and Market News,,2021-05-19,895 words,895,27,63,439934,AMBNWS2021,urn:contentItem:62PT-3DP1-DXK2-M0G0-00000-00
Staley Capital Advisers Inc. Grows Position in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-05-19,840 words,840,27,63,439934,AMBNWS2021,urn:contentItem:62PX-S9F1-DXK2-M40K-00000-00
Investment House LLC Sells 600 Shares of FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-05-19,838 words,838,27,63,439934,AMBNWS2021,urn:contentItem:62PX-S9F1-DXK2-M4V5-00000-00
Interchange Capital Partners LLC Cuts Stake in FedEx Co. ( NYSE :FDX),DailyPolitical,,2021-05-19,899 words,899,27,62,484233,AMCN-116307,urn:contentItem:62PT-S9V1-JCMN-Y1SW-00000-00
Avidian Wealth Solutions LLC Purchases Shares of 716 FedEx Co. ( NYSE :FDX),Watchlist News,,2021-05-20,842 words,842,21,67,484299,AMCN-135127,urn:contentItem:62R0-8K11-F03R-N4MC-00000-00
FedEx Co. ( NYSE :FDX) Stake Lifted by Meitav Dash Investments Ltd.,American Banking and Market News,,2021-05-20,807 words,807,21,65,439934,AMBNWS2021,urn:contentItem:62R1-2HX1-JB40-X3WR-00000-00
"Sittner & Nelson LLC Has $128,000 Stock Holdings in FedEx Co. ( NYSE :FDX)",American Banking and Market News,,2021-05-20,821 words,821,21,65,439934,AMBNWS2021,urn:contentItem:62R1-2J01-DXK2-M1WM-00000-00
Wells Fargo & Company Raises FedEx ( NYSE :FDX) Price Target to $351.00,American Banking and Market News,,2021-05-20,778 words,778,21,64,439934,AMBNWS2021,urn:contentItem:62R4-RKB1-JB40-X0G2-00000-00
FedEx Co. ( NYSE :FDX) Shares Purchased by First National Trust Co,American Banking and Market News,,2021-05-20,847 words,847,21,63,439934,AMBNWS2021,urn:contentItem:62R4-RKB1-JB40-X0Y4-00000-00
Standard Life Aberdeen plc Increases Position in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-05-20,858 words,858,21,63,439934,AMBNWS2021,urn:contentItem:62R1-2HX1-JB40-X3WM-00000-00
FedEx ( NYSE :FDX) PT Raised to $351.00 at Wells Fargo & Company,American Banking and Market News,,2021-05-20,981 words,981,21,63,439934,AMBNWS2021,urn:contentItem:62R1-2J01-DXK2-M27B-00000-00
"Mitsubishi UFJ Kokusai Asset Management Co. Ltd. Purchases 9,600 Shares of FedEx Co. ( NYSE :FDX)",American Banking and Market News,,2021-05-20,835 words,835,21,63,439934,AMBNWS2021,urn:contentItem:62R1-2HX1-JB40-X4B7-00000-00
"Todd Asset Management LLC Buys 6,665 Shares of FedEx Co. ( NYSE :FDX)",American Banking and Market News,,2021-05-20,896 words,896,21,63,439934,AMBNWS2021,urn:contentItem:62R4-RK91-JB40-X53X-00000-00
Koshinski Asset Management Inc. Trims Stake in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-05-21,768 words,768,24,65,439934,AMBNWS2021,urn:contentItem:62R7-1X01-JB40-X49Y-00000-00
Twin Capital Management Inc. Has $3.40 Million Stock Holdings in FedEx Co. (NYSE:FDX),American Banking and Market News,,2021-05-21,805 words,805,24,65,439934,AMBNWS2021,urn:contentItem:62R7-1X41-JB40-X2C1-00000-00
"Exencial Wealth Advisors LLC Buys 1,806 Shares of FedEx Co. ( NYSE :FDX)",American Banking and Market News,,2021-05-21,793 words,793,24,65,439934,AMBNWS2021,urn:contentItem:62RB-P5B1-DXK2-M114-00000-00
FedEx Co. ( NYSE :FDX) Shares Bought by Occidental Asset Management LLC,American Banking and Market News,,2021-05-21,904 words,904,24,64,439934,AMBNWS2021,urn:contentItem:62RB-P591-DXK2-M409-00000-00
Twin Capital Management Inc. Has $3.40 Million Stock Holdings in FedEx Co. ( NYSE :FDX),Ticker Report,,2021-05-21,879 words,879,24,63,484293,AMCN-126392,urn:contentItem:62R7-NXT1-JCMN-Y2RS-00000-00
ZWJ Investment Counsel Inc. Has $16.43 Million Holdings in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-05-21,873 words,873,24,63,439934,AMBNWS2021,urn:contentItem:62RB-P591-DXK2-M4BS-00000-00
FedEx Co. ( NYSE :FDX) Shares Sold by Brandywine Oak Private Wealth LLC,DailyPolitical,,2021-05-21,893 words,893,24,62,484233,AMCN-116307,urn:contentItem:62R7-NX11-F03R-N3RT-00000-00
Quantitative Systematic Strategies LLC Makes New $3.01 Million Investment in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-05-21,919 words,919,24,62,439934,AMBNWS2021,urn:contentItem:62RB-P5B1-DXK2-M0H6-00000-00
FedEx Co. ( NYSE :FDX) Shares Sold by Twin Capital Management Inc.,American Banking and Market News,,2021-05-21,902 words,902,24,61,439934,AMBNWS2021,urn:contentItem:62R7-1X41-JB40-X12K-00000-00
FedEx Co. ( NYSE :FDX) Holdings Cut by Brandywine Oak Private Wealth LLC,American Banking and Market News,,2021-05-21,965 words,965,24,61,439934,AMBNWS2021,urn:contentItem:62RB-P5F1-JB40-X06F-00000-00
Sigma Planning Corp Trims Holdings in FedEx Co. ( NYSE : FDX ),American Banking and Market News,,2021-05-22,953 words,953,8,94,439934,AMBNWS2021,urn:contentItem:62RJ-MKJ1-DXK2-M1FV-00000-00
"Rhumbline Advisers Acquires 2,136 Shares of FedEx Co. ( NYSE :FDX)",American Banking and Market News,,2021-05-22,864 words,864,8,64,439934,AMBNWS2021,urn:contentItem:62RJ-MKJ1-DXK2-M37P-00000-00
Prime Capital Investment Advisors LLC Boosts Stock Position in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-05-22,853 words,853,8,63,439934,AMBNWS2021,urn:contentItem:62RJ-MKJ1-DXK2-M3YC-00000-00
Fifth Third Bancorp Has $43.63 Million Stock Position in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-05-22,861 words,861,8,63,439934,AMBNWS2021,urn:contentItem:62RJ-MKJ1-DXK2-M2PM-00000-00
"5,054 Shares in FedEx Co. ( NYSE :FDX) Bought by Summit Place Financial Advisors LLC",American Banking and Market News,,2021-05-22,912 words,912,8,61,439934,AMBNWS2021,urn:contentItem:62RJ-MKJ1-DXK2-M50X-00000-00
Livforsakringsbolaget Skandia Omsesidigt Grows Stock Position in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-05-22,930 words,930,8,61,439934,AMBNWS2021,urn:contentItem:62RJ-MKJ1-DXK2-M470-00000-00
Arizona State Retirement System Has $19.97 Million Holdings in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-05-22,928 words,928,8,61,439934,AMBNWS2021,urn:contentItem:62RJ-MKJ1-DXK2-M4FV-00000-00
Check Capital Management Inc. CA Cuts Position in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-05-23,855 words,855,9,63,439934,AMBNWS2021,urn:contentItem:62RS-MJS1-DXK2-M2J5-00000-00
"Nicola Wealth Management LTD. Acquires 14,500 Shares of FedEx Co. ( NYSE : FDX )",American Banking and Market News,,2021-05-23,928 words,928,9,61,439934,AMBNWS2021,urn:contentItem:62RS-MJX1-JB40-X491-00000-00
FedEx Co. ( NYSE :FDX) Shares Purchased by Beach Investment Counsel Inc. PA,American Banking and Market News,,2021-05-23,910 words,910,9,61,439934,AMBNWS2021,urn:contentItem:62RS-MJS1-DXK2-M49W-00000-00
"5,054 Shares in FedEx Co. ( NYSE :FDX) Bought by Summit Place Financial Advisors LLC",Watchlist News,,2021-05-23,1041 words,1041,9,59,484299,AMCN-135127,urn:contentItem:62RJ-V7V1-F03R-N2FB-00000-00
FedEx Co. ( NYSE :FDX) Shares Acquired by Beach Investment Counsel Inc. PA,Watchlist News,,2021-05-23,1088 words,1088,9,58,484299,AMCN-135127,urn:contentItem:62RT-9V31-F03R-N05R-00000-00
Vermont 's congressional delegation is split on tax hike,VTDigger,Grace Elletson,2021-05-23,806 words,806,9,20,484298,IVNN-127906,urn:contentItem:62RS-TC11-F03R-N4PW-00000-00
Midyear Investing Outlook: Where to Invest Now,Kiplinger.com,Anne Kates Smith,2021-05-23,3119 words,3119,9,5,279623,KIPCOM2021,urn:contentItem:646T-56D1-DYTN-N2DW-00000-00
Swiss National Bank Has $272.49 Million Holdings in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-05-24,831 words,831,27,65,439934,AMBNWS2021,urn:contentItem:62RV-Y311-JB40-X0W8-00000-00
FedEx Co. ( NYSE :FDX) Shares Acquired by Davidson Investment Advisors,American Banking and Market News,,2021-05-24,830 words,830,27,65,439934,AMBNWS2021,urn:contentItem:5SWT-11R1-JB40-X2JY-00000-00
Claudia M.P. Batlle CRP R LLC Takes Position in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-05-24,903 words,903,27,65,439934,AMBNWS2021,urn:contentItem:62S0-KS01-JB40-X292-00000-00
Cannell Peter B & Co. Inc. Reduces Stock Position in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-05-24,942 words,942,27,65,439934,AMBNWS2021,urn:contentItem:62S0-KS01-JB40-X3TB-00000-00
D.A. Davidson & CO. Raises Position in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-05-24,815 words,815,27,65,439934,AMBNWS2021,urn:contentItem:62RV-XY71-JB40-X4Y6-00000-00
Keybank National Association OH Sells 135 Shares of FedEx Co. ( NYSE :FDX),DailyPolitical,,2021-05-24,840 words,840,27,64,484233,AMCN-116307,urn:contentItem:62RW-JRT1-F03R-N511-00000-00
FedEx ( NYSE :FDX) Given New $351.00 Price Target at Wells Fargo & Company,Transcript Daily,,2021-05-24,836 words,836,27,63,484294,AMCN-10009368,urn:contentItem:62RV-3SM1-F03R-N47V-00000-00
"FedEx Awards $600,000 to 12 Nonprofits Dedicated to Addressing Climate Challenges",3BL Blogs,fedex,2021-05-25,611 words,611,10,86,484221,TBLM-6759,urn:contentItem:62S3-K071-F03R-N2FR-00000-00
Sicart Associates LLC Has $19.98 Million Stake in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-05-25,872 words,872,10,66,439934,AMBNWS2021,urn:contentItem:62S6-KJV1-DXK2-M3BT-00000-00
West Coast Financial LLC Has $8.92 Million Stake in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2021-05-25,790 words,790,10,66,439934,AMBNWS2021,urn:contentItem:62S6-KJW1-DXK2-M4BC-00000-00
"Advisors Asset Management Inc. Buys 7,698 Shares of FedEx Co. ( NYSE :FDX)",American Banking and Market News,,2021-05-25,818 words,818,10,65,439934,AMBNWS2021,urn:contentItem:62S6-KJV1-DXK2-M1D2-00000-00
Sicart Associates LLC Cuts Stock Position in FedEx Co. ( NYSE : FDX ),American Banking and Market News,,2021-05-25,960 words,960,10,62,439934,AMBNWS2021,urn:contentItem:62S6-KJV1-DXK2-M420-00000-00
